order_id,user_id,order_date,category,gmv,discount,is_first_order,net_gmv
108,241,2025-09-04,食品,27.13,20,0,7.13
109,1079,2025-07-21,家居,37.87,5,0,32.87
110,1634,2025-09-11,家居,51.57,5,0,46.57
111,1098,2025-09-12,数码,49.71,10,0,39.71
112,550,2025-07-14,食品,65.6,20,0,45.6
113,113,2025-08-02,美妆,71.65,30,1,41.65
114,1099,2025-09-01,美妆,156.3,5,0,151.3
115,1407,2025-09-19,数码,60.22,10,0,50.22
116,1100,2025-09-06,家居,32.02,0,1,32.02
117,1959,2025-08-13,家居,113.82,0,0,113.82
118,1206,2025-07-28,美妆,120.86,0,0,120.86
119,1017,2025-09-22,食品,68.57,0,0,68.57
120,111,2025-09-19,食品,52.69,5,0,47.69
121,1118,2025-09-21,服饰,84.98,5,0,79.98
122,338,2025-07-29,服饰,53.73,10,1,43.73
123,1450,2025-08-10,服饰,19.48,10,0,9.48
124,323,2025-07-23,数码,82.26,0,0,82.26
125,1814,2025-09-26,美妆,98.57,10,0,88.57
126,605,2025-09-18,数码,133.3,0,0,133.3
127,868,2025-07-16,美妆,40.37,0,0,40.37
128,290,2025-07-23,数码,68.33,30,1,38.33
129,422,2025-08-20,服饰,69.15,0,0,69.15
130,1844,2025-08-08,美妆,63.24,0,1,63.24
131,568,2025-08-12,美妆,64.28,10,1,54.28
132,1026,2025-08-03,食品,61.59,5,1,56.59
133,1963,2025-09-01,食品,67.79,5,1,62.79
134,1248,2025-09-21,服饰,90.68,10,0,80.68
135,84,2025-09-23,数码,118.06,10,0,108.06
136,715,2025-08-11,家居,39.81,5,0,34.81
137,774,2025-09-15,服饰,54.88,20,0,34.88
138,553,2025-09-02,服饰,47.83,0,0,47.83
139,483,2025-07-19,家居,44.21,5,0,39.21
140,1007,2025-09-12,数码,24.81,0,0,24.81
141,755,2025-08-02,家居,61.15,0,1,61.15
142,589,2025-08-27,数码,78.54,30,0,48.54
143,826,2025-09-05,数码,55.41,10,0,45.41
144,688,2025-09-25,服饰,60.04,0,0,60.04
145,458,2025-09-26,食品,75.95,5,0,70.95
146,906,2025-09-12,美妆,131.12,0,0,131.12
147,1885,2025-08-16,家居,47.9,10,0,37.9
148,1012,2025-08-06,服饰,31.68,5,0,26.68
149,1196,2025-08-10,服饰,57.41,30,0,27.41
150,1969,2025-09-26,食品,170.03,0,0,170.03
151,1228,2025-07-19,家居,31.86,0,0,31.86
152,447,2025-08-18,家居,86.28,30,0,56.28
153,797,2025-09-01,食品,114.07,20,0,94.07
154,976,2025-07-03,食品,16.43,0,0,16.43
155,950,2025-08-28,美妆,75.61,5,1,70.61
156,300,2025-07-24,家居,84.09,20,0,64.09
157,212,2025-07-26,服饰,52.09,10,0,42.09
158,700,2025-08-27,服饰,42.29,10,1,32.29
159,1829,2025-07-01,食品,43.6,10,0,33.6
160,1435,2025-07-15,美妆,50.36,30,0,20.36
161,1684,2025-08-11,食品,51.1,5,1,46.1
162,349,2025-08-23,家居,46.07,0,1,46.07
163,829,2025-07-11,美妆,49.93,5,0,44.93
164,1163,2025-08-03,家居,116.16,10,0,106.16
165,869,2025-07-29,美妆,30.94,5,1,25.94
166,834,2025-08-19,美妆,23.06,0,0,23.06
167,720,2025-07-28,服饰,117.18,10,0,107.18
168,104,2025-07-01,数码,54.29,5,1,49.29
169,1715,2025-08-18,家居,48.74,30,1,18.74
170,1867,2025-09-17,家居,56.76,5,0,51.76
171,162,2025-08-23,服饰,67.7,10,0,57.7
172,828,2025-08-03,数码,45.23,10,0,35.23
173,1036,2025-08-14,服饰,79.7,0,1,79.7
174,1568,2025-07-13,数码,35.54,5,1,30.54
175,1974,2025-07-22,数码,51.11,0,1,51.11
176,833,2025-08-10,服饰,17.85,20,0,1.0
177,1498,2025-08-24,服饰,114.98,10,1,104.98
178,1875,2025-08-14,服饰,54.77,0,0,54.77
179,1661,2025-09-27,数码,87.23,5,0,82.23
180,581,2025-08-28,数码,78.42,30,1,48.42
181,1635,2025-07-03,服饰,81.65,0,0,81.65
182,825,2025-08-18,食品,60.08,30,0,30.08
183,36,2025-08-23,数码,74.7,0,0,74.7
184,1518,2025-07-05,美妆,35.56,0,1,35.56
185,1671,2025-08-05,数码,31.69,5,0,26.69
186,688,2025-09-19,美妆,57.08,0,0,57.08
187,902,2025-08-02,美妆,41.52,20,0,21.52
188,729,2025-08-11,美妆,132.16,10,1,122.16
189,235,2025-07-21,美妆,74.17,10,1,64.17
190,1990,2025-07-08,食品,40.69,10,0,30.69
191,46,2025-07-30,美妆,51.97,10,1,41.97
192,1112,2025-09-10,美妆,64.92,10,0,54.92
193,30,2025-09-29,数码,58.13,10,0,48.13
194,1379,2025-08-30,美妆,70.07,20,0,50.07
195,1802,2025-09-15,数码,62.66,10,0,52.66
196,1287,2025-08-29,服饰,28.08,5,0,23.08
197,1213,2025-08-30,服饰,18.49,5,0,13.49
198,1656,2025-08-09,家居,49.13,5,0,44.13
199,1949,2025-07-06,食品,82.13,0,1,82.13
200,1724,2025-08-07,数码,49.44,5,0,44.44
201,463,2025-09-18,数码,119.12,5,1,114.12
202,1127,2025-08-19,服饰,58.8,0,1,58.8
203,1638,2025-09-09,家居,127.29,20,0,107.29
204,590,2025-07-05,食品,113.7,20,1,93.7
205,1351,2025-07-19,家居,107.58,0,0,107.58
206,46,2025-07-28,食品,31.13,30,0,1.13
207,1755,2025-08-03,食品,60.91,30,0,30.91
208,1229,2025-09-29,数码,118.22,20,0,98.22
209,1487,2025-08-12,服饰,70.09,0,0,70.09
210,1651,2025-08-30,数码,81.85,5,1,76.85
211,438,2025-08-29,家居,28.13,5,1,23.13
212,902,2025-08-08,数码,173.35,10,0,163.35
213,1718,2025-09-27,服饰,39.05,10,0,29.05
214,330,2025-07-21,数码,20.15,10,1,10.15
215,1645,2025-07-04,服饰,49.74,20,1,29.74
216,577,2025-09-07,服饰,15.7,30,0,1.0
217,1152,2025-08-30,美妆,33.22,10,1,23.22
218,1020,2025-07-24,美妆,246.46,30,0,216.46
219,1373,2025-09-18,服饰,48.96,20,0,28.96
220,1674,2025-07-15,服饰,27.51,0,1,27.51
221,698,2025-07-24,数码,61.19,20,0,41.19
222,344,2025-07-15,食品,36.83,0,0,36.83
223,846,2025-07-18,服饰,97.08,0,0,97.08
224,1225,2025-09-06,食品,36.99,30,0,6.99
225,1501,2025-09-03,数码,70.03,5,0,65.03
226,1507,2025-08-29,数码,32.11,5,0,27.11
227,680,2025-09-18,美妆,252.01,30,0,222.01
228,1873,2025-07-07,服饰,79.6,5,0,74.6
229,167,2025-08-27,家居,55.7,0,0,55.7
230,234,2025-07-11,数码,51.36,0,0,51.36
231,50,2025-09-26,家居,44.5,5,1,39.5
232,1853,2025-08-28,美妆,39.71,0,0,39.71
233,361,2025-09-08,服饰,39.11,0,0,39.11
234,1203,2025-08-22,美妆,151.88,20,1,131.88
235,1626,2025-08-05,美妆,44.53,0,1,44.53
236,1534,2025-09-02,数码,18.71,10,1,8.71
237,1898,2025-09-15,数码,31.78,0,1,31.78
238,108,2025-07-17,服饰,100.51,5,0,95.51
239,815,2025-09-19,食品,52.52,10,1,42.52
240,1013,2025-09-05,美妆,56.05,5,0,51.05
241,1393,2025-07-08,数码,114.82,0,0,114.82
242,1246,2025-09-25,美妆,39.35,0,0,39.35
243,1120,2025-07-17,食品,85.44,0,1,85.44
244,614,2025-08-25,数码,41.79,0,0,41.79
245,213,2025-07-12,美妆,82.83,5,1,77.83
246,864,2025-07-19,服饰,48.66,0,0,48.66
247,520,2025-08-29,数码,52.83,0,1,52.83
248,1109,2025-09-01,家居,94.73,0,0,94.73
249,1595,2025-09-02,食品,91.05,20,0,71.05
250,1106,2025-08-01,家居,55.09,5,0,50.09
251,1167,2025-09-14,服饰,46.55,10,0,36.55
252,84,2025-07-05,家居,145.41,10,1,135.41
253,1290,2025-09-17,家居,83.44,5,0,78.44
254,879,2025-07-28,美妆,48.66,0,0,48.66
255,248,2025-08-27,服饰,42.13,5,0,37.13
256,428,2025-09-22,数码,106.03,5,0,101.03
257,1562,2025-07-24,家居,64.29,5,0,59.29
258,1834,2025-08-07,服饰,55.15,0,0,55.15
259,1016,2025-09-15,数码,64.28,30,0,34.28
260,1954,2025-09-18,家居,72.66,10,1,62.66
261,361,2025-07-22,服饰,58.49,0,0,58.49
262,600,2025-08-16,食品,116.98,30,0,86.98
263,1861,2025-07-31,服饰,120.62,0,0,120.62
264,351,2025-08-17,服饰,80.85,0,0,80.85
265,1319,2025-08-04,食品,128.52,0,0,128.52
266,440,2025-07-01,美妆,60.62,30,0,30.62
267,663,2025-09-24,服饰,88.21,0,1,88.21
268,956,2025-08-28,家居,104.84,20,0,84.84
269,720,2025-08-12,美妆,105.69,10,1,95.69
270,1750,2025-07-10,家居,99.86,5,1,94.86
271,1946,2025-07-07,服饰,85.38,5,0,80.38
272,1001,2025-08-14,食品,177.05,0,0,177.05
273,1051,2025-08-29,数码,44.84,10,1,34.84
274,111,2025-07-24,食品,55.4,5,0,50.4
275,469,2025-09-07,食品,53.63,5,1,48.63
276,80,2025-08-06,数码,49.28,0,0,49.28
277,1714,2025-07-02,服饰,20.21,20,0,1.0
278,455,2025-08-19,家居,128.53,10,1,118.53
279,682,2025-07-17,数码,34.32,5,1,29.32
280,1686,2025-07-02,数码,66.25,5,0,61.25
281,1427,2025-07-12,食品,27.6,0,0,27.6
282,1243,2025-07-27,美妆,84.89,0,0,84.89
283,77,2025-08-17,食品,39.17,0,0,39.17
284,1126,2025-09-30,数码,32.3,10,1,22.3
285,1122,2025-07-21,家居,67.15,0,0,67.15
286,638,2025-07-06,家居,41.04,0,0,41.04
287,1490,2025-07-18,服饰,44.0,0,0,44.0
288,1859,2025-07-30,服饰,66.32,0,1,66.32
289,519,2025-07-19,家居,93.69,10,0,83.69
290,663,2025-07-30,美妆,38.47,10,0,28.47
291,645,2025-09-28,食品,34.98,5,1,29.98
292,1670,2025-08-04,服饰,61.12,5,1,56.12
293,156,2025-08-28,服饰,81.17,10,0,71.17
294,1792,2025-09-01,食品,134.9,10,0,124.9
295,1551,2025-07-12,数码,33.47,20,1,13.47
296,967,2025-07-23,数码,50.66,20,0,30.66
297,1168,2025-08-08,家居,115.2,20,0,95.2
298,1789,2025-08-12,服饰,178.61,20,0,158.61
299,1540,2025-07-02,美妆,34.95,20,1,14.95
300,554,2025-08-29,食品,40.19,10,1,30.19
301,101,2025-07-28,食品,74.41,10,0,64.41
302,1317,2025-07-30,服饰,43.91,10,0,33.91
303,292,2025-08-25,食品,39.74,0,0,39.74
304,176,2025-09-26,家居,69.02,5,0,64.02
305,1965,2025-09-18,服饰,141.48,30,1,111.48
306,948,2025-09-29,家居,29.36,5,0,24.36
307,1302,2025-08-08,食品,137.56,0,0,137.56
308,435,2025-07-12,食品,43.99,5,0,38.99
309,204,2025-07-20,数码,72.98,0,0,72.98
310,126,2025-08-01,数码,144.74,5,0,139.74
311,709,2025-07-28,数码,72.16,5,0,67.16
312,8,2025-07-20,服饰,51.23,5,0,46.23
313,841,2025-07-14,美妆,89.57,5,0,84.57
314,650,2025-07-18,家居,54.86,0,0,54.86
315,1054,2025-08-30,服饰,80.38,5,0,75.38
316,1180,2025-08-15,数码,53.92,0,0,53.92
317,617,2025-07-04,食品,96.9,5,0,91.9
318,911,2025-08-21,服饰,28.03,10,0,18.03
319,157,2025-09-16,服饰,34.56,0,1,34.56
320,604,2025-08-09,家居,27.8,30,0,1.0
321,1957,2025-07-30,服饰,58.5,10,0,48.5
322,1983,2025-07-26,服饰,26.02,0,0,26.02
323,972,2025-08-04,服饰,41.24,5,0,36.24
324,1880,2025-07-26,数码,32.81,0,0,32.81
325,1003,2025-09-24,家居,136.16,0,0,136.16
326,252,2025-09-30,服饰,34.99,30,0,4.99
327,1736,2025-08-01,数码,29.74,10,0,19.74
328,831,2025-09-23,数码,69.17,20,0,49.17
329,1225,2025-09-17,美妆,152.59,10,0,142.59
330,1298,2025-07-07,服饰,56.61,30,0,26.61
331,617,2025-08-15,食品,59.07,20,0,39.07
332,1467,2025-08-30,服饰,122.72,0,0,122.72
333,1003,2025-08-08,服饰,97.81,0,0,97.81
334,733,2025-08-12,食品,76.25,5,1,71.25
335,596,2025-08-15,家居,43.8,0,1,43.8
336,1493,2025-09-02,家居,77.54,5,0,72.54
337,499,2025-07-28,数码,28.55,0,1,28.55
338,249,2025-08-24,美妆,42.82,20,0,22.82
339,1764,2025-07-23,美妆,132.6,0,0,132.6
340,664,2025-09-20,数码,123.48,20,1,103.48
341,1283,2025-07-08,服饰,76.75,5,1,71.75
342,1433,2025-07-07,食品,20.88,0,0,20.88
343,1677,2025-07-04,数码,31.05,20,0,11.05
344,1252,2025-08-02,家居,41.52,5,1,36.52
345,1416,2025-08-25,服饰,54.9,10,0,44.9
346,1675,2025-09-29,美妆,30.33,20,0,10.33
347,1887,2025-08-11,美妆,52.7,0,0,52.7
348,94,2025-07-17,食品,159.49,0,1,159.49
349,1487,2025-08-03,服饰,75.22,0,0,75.22
350,349,2025-07-12,家居,68.06,0,0,68.06
351,1783,2025-08-13,家居,34.48,30,0,4.48
352,97,2025-09-06,美妆,24.5,20,0,4.5
353,494,2025-07-04,食品,30.71,5,0,25.71
354,385,2025-09-10,食品,23.96,10,0,13.96
355,1207,2025-07-22,服饰,62.88,30,1,32.88
356,9,2025-08-31,家居,74.53,0,1,74.53
357,35,2025-09-14,数码,35.48,0,0,35.48
358,1009,2025-09-10,美妆,65.45,20,1,45.45
359,1944,2025-08-31,食品,135.36,10,0,125.36
360,1057,2025-09-02,美妆,177.1,0,0,177.1
361,892,2025-07-18,美妆,92.18,5,0,87.18
362,1316,2025-07-13,美妆,54.81,0,0,54.81
363,1104,2025-08-05,服饰,90.55,10,0,80.55
364,770,2025-08-25,家居,126.91,10,0,116.91
365,1178,2025-08-26,数码,20.01,0,0,20.01
366,7,2025-09-10,家居,136.34,20,0,116.34
367,489,2025-07-29,服饰,44.72,5,0,39.72
368,1348,2025-09-18,数码,44.96,10,0,34.96
369,684,2025-08-11,食品,49.64,10,1,39.64
370,109,2025-07-23,数码,71.96,5,0,66.96
371,249,2025-09-06,家居,32.75,0,1,32.75
372,1733,2025-07-12,美妆,51.59,0,0,51.59
373,660,2025-08-07,服饰,80.55,10,0,70.55
374,46,2025-09-10,服饰,68.05,10,0,58.05
375,1458,2025-09-09,食品,74.4,0,1,74.4
376,1061,2025-07-24,服饰,50.49,30,1,20.49
377,903,2025-07-16,服饰,88.37,20,1,68.37
378,1790,2025-07-03,服饰,107.88,0,0,107.88
379,628,2025-07-09,美妆,104.38,0,0,104.38
380,1145,2025-09-14,服饰,76.34,5,0,71.34
381,1490,2025-09-11,食品,101.13,0,1,101.13
382,1217,2025-08-16,数码,97.43,30,0,67.43
383,416,2025-08-22,美妆,262.98,10,0,252.98
384,1364,2025-07-31,服饰,117.91,0,0,117.91
385,1487,2025-07-18,食品,57.47,5,1,52.47
386,245,2025-07-02,服饰,36.55,0,1,36.55
387,331,2025-08-31,数码,52.27,5,0,47.27
388,1350,2025-07-04,美妆,50.28,0,0,50.28
389,238,2025-07-10,食品,79.94,20,0,59.94
390,1761,2025-09-11,美妆,41.05,10,0,31.05
391,220,2025-08-23,美妆,116.24,30,1,86.24
392,1949,2025-08-15,服饰,28.1,0,0,28.1
393,1344,2025-07-21,食品,24.58,5,1,19.58
394,887,2025-07-14,服饰,56.02,20,0,36.02
395,537,2025-08-12,数码,37.96,5,1,32.96
396,690,2025-08-02,美妆,30.2,5,0,25.2
397,1498,2025-08-19,食品,42.5,30,1,12.5
398,1507,2025-07-16,食品,39.69,20,0,19.69
399,418,2025-07-22,数码,60.68,20,1,40.68
400,1086,2025-07-11,数码,42.89,5,1,37.89
401,1986,2025-08-09,食品,44.86,10,0,34.86
402,515,2025-07-26,家居,60.18,5,1,55.18
403,1387,2025-07-21,美妆,105.41,5,0,100.41
404,345,2025-08-20,数码,135.49,0,0,135.49
405,1669,2025-08-15,美妆,65.45,20,0,45.45
406,341,2025-07-20,数码,68.31,5,0,63.31
407,596,2025-09-03,食品,54.56,10,1,44.56
408,919,2025-08-01,家居,78.62,20,1,58.62
409,742,2025-08-01,美妆,74.79,20,0,54.79
410,341,2025-08-13,食品,125.11,0,0,125.11
411,1282,2025-07-13,服饰,21.35,10,0,11.35
412,40,2025-08-08,数码,53.04,5,0,48.04
413,1968,2025-08-23,服饰,72.72,0,1,72.72
414,105,2025-07-12,食品,59.47,0,0,59.47
415,668,2025-08-21,服饰,36.0,10,0,26.0
416,1860,2025-07-04,美妆,29.53,20,0,9.53
417,311,2025-08-25,食品,94.02,30,0,64.02
418,146,2025-07-04,美妆,39.79,5,0,34.79
419,1488,2025-07-17,美妆,22.98,5,0,17.98
420,147,2025-08-02,服饰,96.65,0,0,96.65
421,1800,2025-08-26,数码,77.67,30,1,47.67
422,903,2025-09-05,数码,56.61,20,0,36.61
423,1739,2025-08-13,食品,36.49,30,1,6.49
424,491,2025-07-13,服饰,56.69,5,0,51.69
425,283,2025-08-05,服饰,117.75,0,0,117.75
426,1926,2025-09-11,数码,24.83,10,0,14.83
427,1525,2025-07-09,家居,25.53,5,0,20.53
428,1822,2025-09-04,家居,42.72,0,1,42.72
429,640,2025-08-05,食品,59.46,0,1,59.46
430,810,2025-07-01,食品,45.93,0,0,45.93
431,1155,2025-09-02,服饰,85.93,5,0,80.93
432,898,2025-07-03,服饰,109.82,30,0,79.82
433,486,2025-08-04,数码,70.34,10,0,60.34
434,751,2025-07-18,食品,82.12,20,0,62.12
435,1218,2025-08-23,食品,70.08,0,0,70.08
436,76,2025-07-06,美妆,60.66,10,0,50.66
437,672,2025-07-09,美妆,29.62,5,0,24.62
438,586,2025-08-18,家居,34.28,0,0,34.28
439,141,2025-09-30,家居,28.7,5,0,23.7
440,246,2025-07-04,数码,55.61,0,0,55.61
441,992,2025-08-12,美妆,68.56,20,1,48.56
442,205,2025-09-12,数码,27.19,20,0,7.19
443,690,2025-07-27,美妆,62.8,0,0,62.8
444,1122,2025-08-15,食品,37.29,10,0,27.29
445,1748,2025-09-16,服饰,33.51,5,0,28.51
446,198,2025-09-05,数码,42.78,0,0,42.78
447,870,2025-07-27,服饰,32.58,10,0,22.58
448,206,2025-09-08,数码,84.24,20,0,64.24
449,858,2025-09-01,数码,55.01,20,1,35.01
450,962,2025-08-16,服饰,94.48,0,1,94.48
451,1599,2025-08-10,食品,47.28,5,0,42.28
452,885,2025-09-24,美妆,48.27,0,0,48.27
453,1872,2025-09-19,食品,169.08,0,1,169.08
454,276,2025-09-30,服饰,24.71,0,0,24.71
455,107,2025-09-01,数码,122.3,0,1,122.3
456,9,2025-08-03,食品,149.9,0,0,149.9
457,714,2025-07-11,美妆,91.95,5,1,86.95
458,386,2025-07-12,家居,50.31,10,0,40.31
459,184,2025-09-26,数码,132.26,0,0,132.26
460,472,2025-08-03,数码,50.55,0,0,50.55
461,1950,2025-07-11,服饰,40.93,30,0,10.93
462,1601,2025-07-21,食品,48.74,20,0,28.74
463,38,2025-07-02,数码,44.1,0,0,44.1
464,1831,2025-08-18,家居,35.85,5,0,30.85
465,411,2025-08-24,数码,111.11,0,1,111.11
466,812,2025-08-04,服饰,39.43,30,1,9.43
467,656,2025-09-07,数码,59.36,5,1,54.36
468,811,2025-08-14,服饰,27.27,0,1,27.27
469,1522,2025-09-27,美妆,61.37,10,1,51.37
470,1425,2025-09-09,家居,31.95,10,1,21.95
471,1189,2025-07-07,家居,31.52,0,0,31.52
472,1254,2025-07-26,家居,56.82,0,0,56.82
473,1456,2025-09-08,美妆,107.91,5,1,102.91
474,369,2025-08-19,数码,76.88,0,0,76.88
475,792,2025-09-08,数码,79.84,0,0,79.84
476,216,2025-07-31,美妆,56.18,20,0,36.18
477,1409,2025-07-04,家居,50.17,20,0,30.17
478,876,2025-09-11,家居,93.24,10,0,83.24
479,1275,2025-09-11,服饰,44.27,10,1,34.27
480,1130,2025-08-28,数码,95.48,5,0,90.48
481,548,2025-08-07,食品,119.08,5,0,114.08
482,278,2025-07-01,数码,37.99,10,0,27.99
483,1946,2025-09-05,食品,41.18,0,0,41.18
484,587,2025-08-30,美妆,44.7,0,0,44.7
485,220,2025-08-31,服饰,26.93,0,0,26.93
486,612,2025-07-16,食品,46.61,10,0,36.61
487,1805,2025-09-06,家居,123.45,10,1,113.45
488,523,2025-09-05,家居,33.95,5,0,28.95
489,1974,2025-09-17,美妆,125.07,5,1,120.07
490,922,2025-08-22,家居,47.54,20,1,27.54
491,1724,2025-09-06,美妆,193.01,0,1,193.01
492,1307,2025-08-06,食品,41.47,5,1,36.47
493,88,2025-09-03,美妆,55.75,20,0,35.75
494,1019,2025-09-02,食品,36.58,10,0,26.58
495,834,2025-09-10,食品,41.34,5,0,36.34
496,403,2025-09-17,数码,125.96,0,0,125.96
497,1100,2025-07-01,食品,78.34,30,0,48.34
498,206,2025-09-10,食品,106.26,5,0,101.26
499,1397,2025-09-11,数码,29.27,20,1,9.27
500,1644,2025-08-20,食品,86.5,20,0,66.5
501,186,2025-08-17,食品,35.36,20,0,15.36
502,959,2025-09-05,服饰,28.92,0,0,28.92
503,1311,2025-08-11,家居,68.81,5,0,63.81
504,125,2025-08-08,服饰,68.42,0,0,68.42
505,779,2025-09-12,家居,62.14,0,1,62.14
506,517,2025-09-11,数码,89.54,0,0,89.54
507,79,2025-07-20,家居,97.56,5,1,92.56
508,1609,2025-09-15,服饰,135.42,5,0,130.42
509,890,2025-07-31,美妆,31.35,10,0,21.35
510,1504,2025-07-13,服饰,137.84,0,0,137.84
511,1175,2025-09-19,食品,169.91,0,0,169.91
512,1752,2025-07-22,家居,49.33,5,0,44.33
513,1995,2025-07-19,数码,24.1,10,0,14.1
514,1205,2025-07-25,数码,28.19,0,0,28.19
515,705,2025-08-15,家居,46.8,10,0,36.8
516,846,2025-07-16,服饰,182.69,0,0,182.69
517,1651,2025-07-15,数码,60.91,10,1,50.91
