user_id,channel,experiment_group,received_coupon,converted,order_value,coupon_cost,net_revenue
114,站内活动,实验组,1,1,40.07,10,30.07
115,站内活动,实验组,1,0,0.0,0,0.0
116,自然流量,实验组,1,0,0.0,0,0.0
117,自然流量,实验组,1,1,23.1,10,13.1
118,达人推荐,对照组,0,0,0.0,0,0.0
119,自然流量,实验组,1,0,0.0,0,0.0
120,站内活动,对照组,0,0,0.0,0,0.0
121,达人推荐,对照组,0,0,0.0,0,0.0
122,自然流量,对照组,0,0,0.0,0,0.0
123,站内活动,实验组,1,0,0.0,0,0.0
124,自然流量,实验组,1,0,0.0,0,0.0
125,短视频投放,实验组,1,0,0.0,0,0.0
126,短视频投放,实验组,1,0,0.0,0,0.0
127,短视频投放,对照组,0,1,83.69,0,83.69
128,达人推荐,对照组,0,0,0.0,0,0.0
129,达人推荐,实验组,1,1,103.58,10,93.58
130,站内活动,对照组,0,0,0.0,0,0.0
131,站内活动,对照组,0,0,0.0,0,0.0
132,短视频投放,对照组,0,0,0.0,0,0.0
133,自然流量,对照组,0,0,0.0,0,0.0
134,达人推荐,对照组,0,0,0.0,0,0.0
135,站内活动,实验组,1,0,0.0,0,0.0
136,自然流量,对照组,0,0,0.0,0,0.0
137,短视频投放,对照组,0,0,0.0,0,0.0
138,短视频投放,对照组,0,1,49.48,0,49.48
139,自然流量,实验组,1,0,0.0,0,0.0
140,达人推荐,对照组,0,0,0.0,0,0.0
141,短视频投放,对照组,0,0,0.0,0,0.0
142,达人推荐,实验组,1,0,0.0,0,0.0
143,站内活动,实验组,1,0,0.0,0,0.0
144,站内活动,实验组,1,0,0.0,0,0.0
145,短视频投放,对照组,0,0,0.0,0,0.0
146,自然流量,实验组,1,0,0.0,0,0.0
147,达人推荐,实验组,1,1,161.22,10,151.22
148,站内活动,实验组,1,0,0.0,0,0.0
149,短视频投放,实验组,1,0,0.0,0,0.0
150,站内活动,实验组,1,0,0.0,0,0.0
151,自然流量,对照组,0,0,0.0,0,0.0
152,站内活动,实验组,1,1,115.19,10,105.19
153,自然流量,对照组,0,0,0.0,0,0.0
154,自然流量,实验组,1,0,0.0,0,0.0
155,短视频投放,对照组,0,0,0.0,0,0.0
156,自然流量,实验组,1,1,64.88,10,54.88
157,自然流量,对照组,0,0,0.0,0,0.0
158,自然流量,实验组,1,0,0.0,0,0.0
159,短视频投放,实验组,1,0,0.0,0,0.0
160,达人推荐,对照组,0,0,0.0,0,0.0
161,自然流量,对照组,0,0,0.0,0,0.0
162,达人推荐,实验组,1,0,0.0,0,0.0
163,站内活动,实验组,1,0,0.0,0,0.0
164,自然流量,对照组,0,0,0.0,0,0.0
165,自然流量,实验组,1,0,0.0,0,0.0
166,站内活动,实验组,1,0,0.0,0,0.0
167,站内活动,对照组,0,1,26.51,0,26.51
168,短视频投放,实验组,1,1,44.48,10,34.48
169,站内活动,实验组,1,0,0.0,0,0.0
170,自然流量,实验组,1,0,0.0,0,0.0
171,短视频投放,实验组,1,1,95.63,10,85.63
172,达人推荐,实验组,1,0,0.0,0,0.0
173,自然流量,对照组,0,0,0.0,0,0.0
174,达人推荐,对照组,0,0,0.0,0,0.0
175,短视频投放,对照组,0,0,0.0,0,0.0
176,达人推荐,实验组,1,0,0.0,0,0.0
177,短视频投放,对照组,0,0,0.0,0,0.0
178,短视频投放,实验组,1,0,0.0,0,0.0
179,自然流量,对照组,0,0,0.0,0,0.0
180,自然流量,实验组,1,0,0.0,0,0.0
181,达人推荐,对照组,0,0,0.0,0,0.0
182,自然流量,对照组,0,0,0.0,0,0.0
183,自然流量,对照组,0,0,0.0,0,0.0
184,自然流量,对照组,0,0,0.0,0,0.0
185,自然流量,实验组,1,0,0.0,0,0.0
186,站内活动,对照组,0,0,0.0,0,0.0
187,短视频投放,对照组,0,0,0.0,0,0.0
188,站内活动,实验组,1,0,0.0,0,0.0
189,自然流量,对照组,0,0,0.0,0,0.0
190,达人推荐,实验组,1,0,0.0,0,0.0
191,短视频投放,实验组,1,0,0.0,0,0.0
192,短视频投放,对照组,0,0,0.0,0,0.0
193,站内活动,实验组,1,0,0.0,0,0.0
194,站内活动,对照组,0,0,0.0,0,0.0
195,站内活动,对照组,0,0,0.0,0,0.0
196,自然流量,实验组,1,0,0.0,0,0.0
197,自然流量,对照组,0,1,59.64,0,59.64
198,达人推荐,实验组,1,0,0.0,0,0.0
199,自然流量,实验组,1,0,0.0,0,0.0
200,达人推荐,实验组,1,0,0.0,0,0.0
201,短视频投放,对照组,0,1,67.75,0,67.75
202,短视频投放,对照组,0,0,0.0,0,0.0
203,站内活动,实验组,1,0,0.0,0,0.0
204,达人推荐,对照组,0,1,73.33,0,73.33
205,自然流量,对照组,0,0,0.0,0,0.0
206,自然流量,对照组,0,0,0.0,0,0.0
207,达人推荐,实验组,1,0,0.0,0,0.0
208,短视频投放,实验组,1,0,0.0,0,0.0
209,自然流量,对照组,0,0,0.0,0,0.0
210,短视频投放,对照组,0,0,0.0,0,0.0
211,达人推荐,实验组,1,0,0.0,0,0.0
212,站内活动,对照组,0,0,0.0,0,0.0
213,短视频投放,实验组,1,0,0.0,0,0.0
214,短视频投放,实验组,1,0,0.0,0,0.0
215,自然流量,实验组,1,1,62.71,10,52.71
216,短视频投放,实验组,1,1,108.14,10,98.14
217,自然流量,实验组,1,0,0.0,0,0.0
218,短视频投放,对照组,0,0,0.0,0,0.0
219,达人推荐,对照组,0,0,0.0,0,0.0
220,自然流量,实验组,1,0,0.0,0,0.0
221,自然流量,实验组,1,1,71.8,10,61.8
222,自然流量,实验组,1,1,60.62,10,50.62
223,站内活动,对照组,0,0,0.0,0,0.0
224,达人推荐,对照组,0,0,0.0,0,0.0
225,自然流量,实验组,1,1,121.11,10,111.11
226,站内活动,实验组,1,0,0.0,0,0.0
227,短视频投放,对照组,0,0,0.0,0,0.0
228,短视频投放,对照组,0,0,0.0,0,0.0
229,站内活动,对照组,0,0,0.0,0,0.0
230,自然流量,对照组,0,0,0.0,0,0.0
231,自然流量,实验组,1,0,0.0,0,0.0
232,短视频投放,实验组,1,0,0.0,0,0.0
233,自然流量,对照组,0,0,0.0,0,0.0
234,达人推荐,对照组,0,0,0.0,0,0.0
235,自然流量,实验组,1,1,101.49,10,91.49
236,自然流量,实验组,1,0,0.0,0,0.0
237,自然流量,实验组,1,1,64.49,10,54.49
238,短视频投放,对照组,0,1,125.08,0,125.08
239,自然流量,实验组,1,1,41.74,10,31.74
240,自然流量,实验组,1,0,0.0,0,0.0
241,站内活动,对照组,0,0,0.0,0,0.0
242,自然流量,对照组,0,0,0.0,0,0.0
243,短视频投放,对照组,0,0,0.0,0,0.0
244,自然流量,实验组,1,0,0.0,0,0.0
245,短视频投放,实验组,1,0,0.0,0,0.0
246,自然流量,实验组,1,0,0.0,0,0.0
247,达人推荐,实验组,1,0,0.0,0,0.0
248,自然流量,实验组,1,0,0.0,0,0.0
249,站内活动,实验组,1,0,0.0,0,0.0
250,站内活动,实验组,1,0,0.0,0,0.0
251,自然流量,对照组,0,0,0.0,0,0.0
252,自然流量,实验组,1,0,0.0,0,0.0
253,自然流量,实验组,1,0,0.0,0,0.0
254,达人推荐,对照组,0,0,0.0,0,0.0
255,自然流量,对照组,0,0,0.0,0,0.0
256,站内活动,对照组,0,0,0.0,0,0.0
257,达人推荐,实验组,1,1,46.99,10,36.99
258,站内活动,对照组,0,0,0.0,0,0.0
259,短视频投放,对照组,0,0,0.0,0,0.0
260,站内活动,对照组,0,1,38.29,0,38.29
261,自然流量,对照组,0,0,0.0,0,0.0
262,短视频投放,对照组,0,1,73.33,0,73.33
263,自然流量,实验组,1,0,0.0,0,0.0
264,站内活动,对照组,0,0,0.0,0,0.0
265,短视频投放,对照组,0,0,0.0,0,0.0
266,站内活动,实验组,1,0,0.0,0,0.0
267,自然流量,对照组,0,0,0.0,0,0.0
268,站内活动,实验组,1,0,0.0,0,0.0
269,短视频投放,对照组,0,0,0.0,0,0.0
270,短视频投放,对照组,0,0,0.0,0,0.0
271,站内活动,实验组,1,0,0.0,0,0.0
272,短视频投放,对照组,0,0,0.0,0,0.0
273,短视频投放,对照组,0,1,37.88,0,37.88
274,短视频投放,对照组,0,1,57.24,0,57.24
275,自然流量,实验组,1,0,0.0,0,0.0
276,自然流量,对照组,0,0,0.0,0,0.0
277,自然流量,实验组,1,0,0.0,0,0.0
278,自然流量,实验组,1,0,0.0,0,0.0
279,站内活动,实验组,1,0,0.0,0,0.0
280,短视频投放,实验组,1,0,0.0,0,0.0
281,短视频投放,对照组,0,1,45.88,0,45.88
282,短视频投放,实验组,1,0,0.0,0,0.0
283,短视频投放,实验组,1,0,0.0,0,0.0
284,达人推荐,对照组,0,0,0.0,0,0.0
285,站内活动,对照组,0,0,0.0,0,0.0
286,站内活动,对照组,0,0,0.0,0,0.0
287,短视频投放,对照组,0,0,0.0,0,0.0
288,自然流量,对照组,0,0,0.0,0,0.0
289,短视频投放,对照组,0,0,0.0,0,0.0
290,短视频投放,对照组,0,0,0.0,0,0.0
291,短视频投放,实验组,1,0,0.0,0,0.0
292,达人推荐,实验组,1,0,0.0,0,0.0
293,短视频投放,对照组,0,0,0.0,0,0.0
294,自然流量,实验组,1,0,0.0,0,0.0
295,自然流量,对照组,0,0,0.0,0,0.0
296,短视频投放,实验组,1,0,0.0,0,0.0
297,自然流量,实验组,1,0,0.0,0,0.0
298,自然流量,实验组,1,0,0.0,0,0.0
299,达人推荐,对照组,0,0,0.0,0,0.0
300,短视频投放,对照组,0,1,67.62,0,67.62
301,自然流量,对照组,0,0,0.0,0,0.0
302,短视频投放,实验组,1,0,0.0,0,0.0
303,达人推荐,实验组,1,0,0.0,0,0.0
304,自然流量,对照组,0,0,0.0,0,0.0
305,站内活动,实验组,1,0,0.0,0,0.0
306,站内活动,实验组,1,0,0.0,0,0.0
307,短视频投放,对照组,0,0,0.0,0,0.0
308,达人推荐,实验组,1,0,0.0,0,0.0
309,自然流量,实验组,1,0,0.0,0,0.0
310,站内活动,实验组,1,0,0.0,0,0.0
311,短视频投放,实验组,1,0,0.0,0,0.0
312,站内活动,对照组,0,0,0.0,0,0.0
313,短视频投放,对照组,0,0,0.0,0,0.0
314,自然流量,对照组,0,0,0.0,0,0.0
315,自然流量,对照组,0,0,0.0,0,0.0
316,达人推荐,实验组,1,0,0.0,0,0.0
317,短视频投放,实验组,1,0,0.0,0,0.0
318,自然流量,对照组,0,0,0.0,0,0.0
319,达人推荐,实验组,1,1,68.02,10,58.02
320,站内活动,实验组,1,0,0.0,0,0.0
321,短视频投放,对照组,0,0,0.0,0,0.0
322,短视频投放,对照组,0,1,55.92,0,55.92
323,自然流量,实验组,1,1,87.48,10,77.48
324,达人推荐,对照组,0,1,53.19,0,53.19
325,自然流量,对照组,0,0,0.0,0,0.0
326,站内活动,对照组,0,0,0.0,0,0.0
327,短视频投放,实验组,1,1,30.95,10,20.95
328,短视频投放,实验组,1,0,0.0,0,0.0
329,自然流量,对照组,0,1,120.32,0,120.32
330,自然流量,对照组,0,0,0.0,0,0.0
331,达人推荐,实验组,1,0,0.0,0,0.0
332,短视频投放,对照组,0,0,0.0,0,0.0
333,短视频投放,实验组,1,0,0.0,0,0.0
334,站内活动,对照组,0,0,0.0,0,0.0
335,站内活动,对照组,0,0,0.0,0,0.0
336,站内活动,实验组,1,0,0.0,0,0.0
337,自然流量,对照组,0,0,0.0,0,0.0
338,短视频投放,实验组,1,1,79.58,10,69.58
339,站内活动,对照组,0,0,0.0,0,0.0
340,短视频投放,对照组,0,0,0.0,0,0.0
341,自然流量,对照组,0,1,127.25,0,127.25
342,站内活动,对照组,0,0,0.0,0,0.0
343,短视频投放,实验组,1,1,78.26,10,68.26
344,短视频投放,对照组,0,0,0.0,0,0.0
345,站内活动,对照组,0,0,0.0,0,0.0
346,达人推荐,对照组,0,0,0.0,0,0.0
347,短视频投放,对照组,0,0,0.0,0,0.0
348,短视频投放,实验组,1,1,49.1,10,39.1
349,短视频投放,实验组,1,0,0.0,0,0.0
350,自然流量,对照组,0,0,0.0,0,0.0
351,达人推荐,实验组,1,0,0.0,0,0.0
352,站内活动,对照组,0,1,59.63,0,59.63
353,自然流量,实验组,1,0,0.0,0,0.0
354,自然流量,实验组,1,0,0.0,0,0.0
355,站内活动,实验组,1,0,0.0,0,0.0
356,自然流量,对照组,0,0,0.0,0,0.0
357,短视频投放,实验组,1,0,0.0,0,0.0
358,短视频投放,实验组,1,0,0.0,0,0.0
359,达人推荐,实验组,1,0,0.0,0,0.0
360,自然流量,对照组,0,0,0.0,0,0.0
361,达人推荐,对照组,0,1,46.71,0,46.71
362,短视频投放,实验组,1,0,0.0,0,0.0
363,达人推荐,对照组,0,0,0.0,0,0.0
364,自然流量,对照组,0,0,0.0,0,0.0
365,短视频投放,对照组,0,0,0.0,0,0.0
366,短视频投放,实验组,1,0,0.0,0,0.0
367,自然流量,对照组,0,0,0.0,0,0.0
368,自然流量,实验组,1,1,69.26,10,59.26
369,自然流量,对照组,0,0,0.0,0,0.0
370,自然流量,实验组,1,0,0.0,0,0.0
371,自然流量,实验组,1,0,0.0,0,0.0
372,站内活动,实验组,1,0,0.0,0,0.0
373,短视频投放,对照组,0,0,0.0,0,0.0
374,站内活动,实验组,1,0,0.0,0,0.0
375,站内活动,对照组,0,0,0.0,0,0.0
376,自然流量,实验组,1,0,0.0,0,0.0
377,达人推荐,对照组,0,0,0.0,0,0.0
378,站内活动,实验组,1,0,0.0,0,0.0
379,达人推荐,实验组,1,0,0.0,0,0.0
380,短视频投放,对照组,0,0,0.0,0,0.0
381,短视频投放,实验组,1,0,0.0,0,0.0
382,自然流量,对照组,0,0,0.0,0,0.0
383,短视频投放,实验组,1,0,0.0,0,0.0
384,站内活动,实验组,1,0,0.0,0,0.0
385,站内活动,实验组,1,0,0.0,0,0.0
386,自然流量,实验组,1,0,0.0,0,0.0
387,达人推荐,实验组,1,0,0.0,0,0.0
388,自然流量,对照组,0,0,0.0,0,0.0
389,站内活动,对照组,0,0,0.0,0,0.0
390,自然流量,实验组,1,0,0.0,0,0.0
391,站内活动,对照组,0,0,0.0,0,0.0
392,站内活动,实验组,1,0,0.0,0,0.0
393,自然流量,对照组,0,0,0.0,0,0.0
394,自然流量,实验组,1,0,0.0,0,0.0
395,站内活动,对照组,0,0,0.0,0,0.0
396,自然流量,对照组,0,0,0.0,0,0.0
397,短视频投放,实验组,1,0,0.0,0,0.0
398,站内活动,对照组,0,0,0.0,0,0.0
399,短视频投放,对照组,0,0,0.0,0,0.0
400,短视频投放,对照组,0,0,0.0,0,0.0
401,短视频投放,实验组,1,0,0.0,0,0.0
402,自然流量,实验组,1,0,0.0,0,0.0
403,站内活动,实验组,1,0,0.0,0,0.0
404,自然流量,实验组,1,0,0.0,0,0.0
405,自然流量,实验组,1,0,0.0,0,0.0
406,自然流量,对照组,0,0,0.0,0,0.0
407,站内活动,实验组,1,0,0.0,0,0.0
408,自然流量,对照组,0,0,0.0,0,0.0
409,站内活动,实验组,1,0,0.0,0,0.0
410,达人推荐,对照组,0,0,0.0,0,0.0
411,站内活动,实验组,1,0,0.0,0,0.0
412,站内活动,对照组,0,0,0.0,0,0.0
413,站内活动,对照组,0,0,0.0,0,0.0
414,站内活动,对照组,0,0,0.0,0,0.0
415,自然流量,实验组,1,0,0.0,0,0.0
416,达人推荐,实验组,1,0,0.0,0,0.0
417,短视频投放,对照组,0,0,0.0,0,0.0
418,短视频投放,对照组,0,0,0.0,0,0.0
419,站内活动,实验组,1,0,0.0,0,0.0
420,站内活动,对照组,0,0,0.0,0,0.0
421,达人推荐,实验组,1,0,0.0,0,0.0
422,短视频投放,实验组,1,1,38.96,10,28.96
423,短视频投放,对照组,0,0,0.0,0,0.0
424,短视频投放,对照组,0,0,0.0,0,0.0
425,短视频投放,实验组,1,1,118.73,10,108.73
426,短视频投放,实验组,1,0,0.0,0,0.0
427,自然流量,实验组,1,0,0.0,0,0.0
428,自然流量,实验组,1,0,0.0,0,0.0
429,达人推荐,对照组,0,1,109.3,0,109.3
430,短视频投放,对照组,0,0,0.0,0,0.0
431,站内活动,对照组,0,0,0.0,0,0.0
432,达人推荐,实验组,1,0,0.0,0,0.0
433,自然流量,实验组,1,1,87.82,10,77.82
434,自然流量,对照组,0,0,0.0,0,0.0
435,自然流量,实验组,1,0,0.0,0,0.0
436,站内活动,实验组,1,0,0.0,0,0.0
437,自然流量,对照组,0,0,0.0,0,0.0
438,短视频投放,实验组,1,0,0.0,0,0.0
439,站内活动,实验组,1,1,80.74,10,70.74
440,站内活动,实验组,1,0,0.0,0,0.0
441,自然流量,对照组,0,0,0.0,0,0.0
442,自然流量,实验组,1,0,0.0,0,0.0
443,自然流量,对照组,0,0,0.0,0,0.0
444,自然流量,实验组,1,0,0.0,0,0.0
445,自然流量,实验组,1,0,0.0,0,0.0
446,短视频投放,实验组,1,0,0.0,0,0.0
447,站内活动,对照组,0,0,0.0,0,0.0
448,短视频投放,实验组,1,0,0.0,0,0.0
449,达人推荐,对照组,0,0,0.0,0,0.0
450,自然流量,对照组,0,0,0.0,0,0.0
451,站内活动,对照组,0,0,0.0,0,0.0
452,达人推荐,实验组,1,0,0.0,0,0.0
453,站内活动,实验组,1,0,0.0,0,0.0
454,站内活动,对照组,0,0,0.0,0,0.0
455,自然流量,实验组,1,0,0.0,0,0.0
456,自然流量,实验组,1,0,0.0,0,0.0
457,自然流量,对照组,0,1,26.91,0,26.91
458,短视频投放,对照组,0,0,0.0,0,0.0
459,站内活动,实验组,1,0,0.0,0,0.0
460,短视频投放,实验组,1,0,0.0,0,0.0
461,达人推荐,对照组,0,0,0.0,0,0.0
462,短视频投放,对照组,0,1,122.41,0,122.41
463,自然流量,对照组,0,0,0.0,0,0.0
464,自然流量,对照组,0,0,0.0,0,0.0
465,达人推荐,实验组,1,0,0.0,0,0.0
466,达人推荐,实验组,1,0,0.0,0,0.0
467,短视频投放,实验组,1,0,0.0,0,0.0
468,自然流量,对照组,0,0,0.0,0,0.0
469,达人推荐,实验组,1,0,0.0,0,0.0
470,自然流量,实验组,1,0,0.0,0,0.0
471,站内活动,实验组,1,0,0.0,0,0.0
472,自然流量,对照组,0,0,0.0,0,0.0
473,自然流量,实验组,1,0,0.0,0,0.0
474,短视频投放,对照组,0,0,0.0,0,0.0
475,短视频投放,实验组,1,0,0.0,0,0.0
476,短视频投放,对照组,0,0,0.0,0,0.0
477,短视频投放,对照组,0,0,0.0,0,0.0
478,站内活动,对照组,0,0,0.0,0,0.0
479,短视频投放,实验组,1,0,0.0,0,0.0
480,短视频投放,对照组,0,0,0.0,0,0.0
481,短视频投放,实验组,1,0,0.0,0,0.0
482,自然流量,实验组,1,1,74.66,10,64.66
483,短视频投放,实验组,1,0,0.0,0,0.0
484,自然流量,实验组,1,0,0.0,0,0.0
485,达人推荐,实验组,1,0,0.0,0,0.0
486,自然流量,对照组,0,0,0.0,0,0.0
487,站内活动,实验组,1,1,134.82,10,124.82
488,短视频投放,实验组,1,1,118.23,10,108.23
489,站内活动,对照组,0,1,36.58,0,36.58
490,短视频投放,实验组,1,1,37.49,10,27.49
491,自然流量,对照组,0,0,0.0,0,0.0
492,站内活动,对照组,0,0,0.0,0,0.0
493,达人推荐,对照组,0,0,0.0,0,0.0
494,达人推荐,对照组,0,0,0.0,0,0.0
495,短视频投放,对照组,0,0,0.0,0,0.0
496,达人推荐,对照组,0,0,0.0,0,0.0
497,站内活动,对照组,0,0,0.0,0,0.0
498,达人推荐,实验组,1,0,0.0,0,0.0
499,自然流量,实验组,1,0,0.0,0,0.0
500,达人推荐,实验组,1,0,0.0,0,0.0
501,达人推荐,对照组,0,0,0.0,0,0.0
502,站内活动,实验组,1,0,0.0,0,0.0
503,短视频投放,对照组,0,0,0.0,0,0.0
504,短视频投放,实验组,1,0,0.0,0,0.0
505,站内活动,实验组,1,0,0.0,0,0.0
506,短视频投放,实验组,1,0,0.0,0,0.0
507,达人推荐,实验组,1,0,0.0,0,0.0
508,短视频投放,实验组,1,0,0.0,0,0.0
509,自然流量,实验组,1,1,85.45,10,75.45
510,达人推荐,对照组,0,0,0.0,0,0.0
511,自然流量,实验组,1,1,101.53,10,91.53
512,自然流量,实验组,1,0,0.0,0,0.0
513,达人推荐,对照组,0,0,0.0,0,0.0
514,达人推荐,实验组,1,0,0.0,0,0.0
515,站内活动,对照组,0,0,0.0,0,0.0
516,自然流量,对照组,0,0,0.0,0,0.0
517,自然流量,实验组,1,0,0.0,0,0.0
518,站内活动,对照组,0,0,0.0,0,0.0
519,自然流量,对照组,0,0,0.0,0,0.0
520,自然流量,实验组,1,0,0.0,0,0.0
521,自然流量,对照组,0,0,0.0,0,0.0
522,短视频投放,对照组,0,0,0.0,0,0.0
523,站内活动,对照组,0,0,0.0,0,0.0
524,达人推荐,对照组,0,0,0.0,0,0.0
525,达人推荐,实验组,1,0,0.0,0,0.0
526,自然流量,对照组,0,0,0.0,0,0.0
527,短视频投放,对照组,0,0,0.0,0,0.0
528,短视频投放,对照组,0,1,46.77,0,46.77
529,自然流量,实验组,1,0,0.0,0,0.0
530,自然流量,对照组,0,0,0.0,0,0.0
531,自然流量,对照组,0,0,0.0,0,0.0
532,自然流量,对照组,0,0,0.0,0,0.0
533,短视频投放,实验组,1,0,0.0,0,0.0
534,达人推荐,对照组,0,0,0.0,0,0.0
535,自然流量,对照组,0,0,0.0,0,0.0
536,短视频投放,实验组,1,0,0.0,0,0.0
537,达人推荐,对照组,0,0,0.0,0,0.0
538,达人推荐,实验组,1,0,0.0,0,0.0
539,站内活动,对照组,0,0,0.0,0,0.0
540,短视频投放,对照组,0,0,0.0,0,0.0
541,站内活动,对照组,0,0,0.0,0,0.0
542,自然流量,对照组,0,0,0.0,0,0.0
543,短视频投放,对照组,0,0,0.0,0,0.0
544,自然流量,实验组,1,0,0.0,0,0.0
545,短视频投放,对照组,0,0,0.0,0,0.0
546,短视频投放,对照组,0,0,0.0,0,0.0
547,自然流量,实验组,1,1,157.92,10,147.92
